identifier,year,team,total_signings,avg_length,total_spend,avg_age,pt_percentage
2021TOR,2021,Toronto Maple Leafs,2,2.5000000000000000,6300000.00,27.4000000000000000,0.688
2021VAN,2021,Vancouver Canucks,3,2.3333333333333333,8500000.00,31.6333333333333333,0.446
2021VGK,2021,Vegas Golden Knights,2,1.5000000000000000,4325000.00,28.3500000000000000,0.732
2021WAS,2021,Washington Capitals,0,0,0,0,0.688
2021WPG,2021,Winnipeg Jets,0,0,0,0,0.563
2022ANA,2022,Anaheim Ducks,3,3.0000000000000000,15650000.00,28.9666666666666667,0.463
2022ARI,2022,Arizona Coyotes,0,0,0,0,0.348
2022BOS,2022,Boston Bruins,1,1.00000000000000000000,5000000.00,36.9000000000000000,0.652
2022BUF,2022,Buffalo Sabres,1,2.0000000000000000,2750000.00,28.2000000000000000,0.457
2022CAR,2022,Carolina Hurricanes,0,0,0,0,0.707
2022CBJ,2022,Columbus Blue Jackets,2,5.5000000000000000,13750000.00,29.6000000000000000,0.494
2022CGY,2022,Calgary Flames,2,4.5000000000000000,10750000.00,29.4500000000000000,0.677
2022CHI,2022,Chicago Blackhawks,2,1.00000000000000000000,6000000.00,27.5500000000000000,0.415
2022COL,2022,Colorado Avalanche,1,1.00000000000000000000,2000000.00,28.9000000000000000,0.726
2022DAL,2022,Dallas Stars,1,4.0000000000000000,4500000.00,27.0000000000000000,0.598
2022DET,2022,Detroit Red Wings,5,2.8000000000000000,19875000.00,29.5400000000000000,0.451
2022EDM,2022,Edmonton Oilers,2,4.5000000000000000,7750000.00,29.4000000000000000,0.634
2022FLA,2022,Florida Panthers,0,0,0,0,0.744
2022LAK,2022,Los Angeles Kings,0,0,0,0,0.604
2022MIN,2022,Minnesota Wild,0,0,0,0,0.689
2022MTL,2022,Montréal Canadiens,0,0,0,0,0.335
2022NJD,2022,New Jersey Devils,1,5.0000000000000000,6000000.00,31.2000000000000000,0.384
2022NSH,2022,Nashville Predators,1,2.0000000000000000,4000000.00,29.8000000000000000,0.591
2022NYI,2022,New York Islanders,0,0,0,0,0.512
2022NYR,2022,New York Rangers,1,7.0000000000000000,5625000.00,28.9000000000000000,0.671
2022OTT,2022,Ottawa Senators,1,3.0000000000000000,6500000.00,34.4000000000000000,0.445
2022PHI,2022,Philadelphia Flyers,0,0,0,0,0.372
2022PIT,2022,Pittsburgh Penguins,1,3.0000000000000000,2750000.00,31.9000000000000000,0.628
2022SEA,2022,Seattle Kraken,3,2.6666666666666667,10500000.00,30.5333333333333333,0.366
2022SJS,2022,San Jose Sharks,2,2.5000000000000000,4500000.00,26.4500000000000000,0.470
2022STL,2022,St. Louis Blues,1,4.0000000000000000,4000000.00,31.2000000000000000,0.665
2022TBL,2022,Tampa Bay Lightning,2,1.00000000000000000000,5500000.00,31.4500000000000000,0.671
2022TOR,2022,Toronto Maple Leafs,1,4.0000000000000000,2100000.00,30.8000000000000000,0.701
2022VAN,2022,Vancouver Canucks,1,4.0000000000000000,4750000.00,27.7000000000000000,0.561
2022VGK,2022,Vegas Golden Knights,1,3.0000000000000000,5000000.00,31.2000000000000000,0.573
2022WAS,2022,Washington Capitals,2,3.0000000000000000,8750000.00,28.6500000000000000,0.610
2022WPG,2022,Winnipeg Jets,0,0,0,0,0.543
2023ANA,2023,Anaheim Ducks,2,3.5000000000000000,10250000.00,33.4000000000000000,0.354
2023ARI,2023,Arizona Coyotes,4,1.5000000000000000,14800000.00,30.0000000000000000,0.427
2023BOS,2023,Boston Bruins,1,2.0000000000000000,2000000.00,24.9000000000000000,0.823
2023BUF,2023,Buffalo Sabres,2,2.0000000000000000,6583333.00,31.7000000000000000,0.555
2023CAR,2023,Carolina Hurricanes,3,2.0000000000000000,13550000.00,32.4333333333333333,0.689
2023CBJ,2023,Columbus Blue Jackets,0,0,0,0,0.360
2023CGY,2023,Calgary Flames,0,0,0,0,0.567
2023CHI,2023,Chicago Blackhawks,1,2.0000000000000000,2000000.00,27.2000000000000000,0.360
2023COL,2023,Colorado Avalanche,1,6.0000000000000000,2500000.00,27.8000000000000000,0.665
2023DAL,2023,Dallas Stars,1,1.00000000000000000000,3000000.00,32.4000000000000000,0.659
2023DET,2023,Detroit Red Wings,5,2.2000000000000000,17375000.00,30.1200000000000000,0.488
2023EDM,2023,Edmonton Oilers,1,1.00000000000000000000,4000000.00,29.4000000000000000,0.665
2023FLA,2023,Florida Panthers,3,2.6666666666666667,7750000.00,29.6666666666666667,0.561
2023LAK,2023,Los Angeles Kings,1,1.00000000000000000000,2000000.00,35.9000000000000000,0.634
2023MIN,2023,Minnesota Wild,0,0,0,0,0.628
2023MTL,2023,Montréal Canadiens,0,0,0,0,0.415
2023NJD,2023,New Jersey Devils,0,0,0,0,0.683
2023NSH,2023,Nashville Predators,5,2.4000000000000000,15435000.00,31.2600000000000000,0.561
2023NYI,2023,New York Islanders,3,6.0000000000000000,9250000.00,31.0000000000000000,0.567
2023NYR,2023,New York Rangers,0,0,0,0,0.652
2023OTT,2023,Ottawa Senators,2,3.0000000000000000,9000000.00,30.3500000000000000,0.524
2023PHI,2023,Philadelphia Flyers,1,2.0000000000000000,2375000.00,31.6000000000000000,0.457
2023PIT,2023,Pittsburgh Penguins,3,3.6666666666666667,8950000.00,31.4666666666666667,0.555
2023SEA,2023,Seattle Kraken,1,2.0000000000000000,3150000.00,31.8000000000000000,0.610
2023SJS,2023,San Jose Sharks,1,2.0000000000000000,2350000.00,26.5000000000000000,0.366
2023STL,2023,St. Louis Blues,0,0,0,0,0.494
2023TBL,2023,Tampa Bay Lightning,1,3.0000000000000000,2000000.00,31.0000000000000000,0.598
2023TOR,2023,Toronto Maple Leafs,3,1.00000000000000000000,12650000.00,29.1333333333333333,0.677
2023VAN,2023,Vancouver Canucks,2,2.0000000000000000,6250000.00,31.6000000000000000,0.506
2023VGK,2023,Vegas Golden Knights,0,0,0,0,0.677
2023WAS,2023,Washington Capitals,2,1.5000000000000000,6062500.00,30.3000000000000000,0.488
2023WPG,2023,Winnipeg Jets,1,2.0000000000000000,2000000.00,30.6000000000000000,0.579
2024ANA,2024,Anaheim Ducks,0,0,0,0,0.360
2024ARI,2024,Arizona Coyotes,0,0,0,0,0.470
2024BOS,2024,Boston Bruins,0,0,0,0,0.665
2024BUF,2024,Buffalo Sabres,0,0,0,0,0.512
2024CAR,2024,Carolina Hurricanes,0,0,0,0,0.677
2024CBJ,2024,Columbus Blue Jackets,0,0,0,0,0.402
2024CGY,2024,Calgary Flames,0,0,0,0,0.494
2024CHI,2024,Chicago Blackhawks,0,0,0,0,0.317
2024COL,2024,Colorado Avalanche,0,0,0,0,0.652
2024DAL,2024,Dallas Stars,0,0,0,0,0.689
2024DET,2024,Detroit Red Wings,0,0,0,0,0.555
2024EDM,2024,Edmonton Oilers,0,0,0,0,0.634
2024FLA,2024,Florida Panthers,0,0,0,0,0.671
2024LAK,2024,Los Angeles Kings,0,0,0,0,0.604
2024MIN,2024,Minnesota Wild,0,0,0,0,0.530
2024MTL,2024,Montréal Canadiens,0,0,0,0,0.463
2024NJD,2024,New Jersey Devils,0,0,0,0,0.494
2024NSH,2024,Nashville Predators,0,0,0,0,0.604
2024NYI,2024,New York Islanders,0,0,0,0,0.573
2024NYR,2024,New York Rangers,0,0,0,0,0.695
2024OTT,2024,Ottawa Senators,0,0,0,0,0.476
2024PHI,2024,Philadelphia Flyers,0,0,0,0,0.530
2024PIT,2024,Pittsburgh Penguins,0,0,0,0,0.537
2024SEA,2024,Seattle Kraken,0,0,0,0,0.494
2024SJS,2024,San Jose Sharks,0,0,0,0,0.287
2024STL,2024,St. Louis Blues,0,0,0,0,0.561
2024TBL,2024,Tampa Bay Lightning,0,0,0,0,0.598
2024TOR,2024,Toronto Maple Leafs,0,0,0,0,0.622
2024VAN,2024,Vancouver Canucks,0,0,0,0,0.665
2024VGK,2024,Vegas Golden Knights,0,0,0,0,0.598
2024WAS,2024,Washington Capitals,0,0,0,0,0.555
2024WPG,2024,Winnipeg Jets,0,0,0,0,0.671
